lic_cd,lic_nm,co_lic_cd,co_lic_nm,co_cnt
21962,정보기술자격(ITQ)한글A등급,35437,병원코디네이터1급,12
21256,소방안전관리자2급,23733,레크리에이션 지도자 1급,12
10340,조주기능사,27498,ERP 인사 정보관리사 1급(국가공인),12
21238,전기기능사,26716,e-Test Professionals 파워포인트,12
27499,ERP 인사 정보관리사 2급(국가공인),39875,CAD실무능력평가1급,12
21759,컴퓨터응용밀링기능사,33988,건설기계설비기사,12
10881,병원행정사,17214,CKLU(언더라이터),12
21219,컴퓨터응용선반기능사,30370,GTQ일러스트 1급,12
18110,건강보험청구사2급,9960,의무기록사,12
27108,매경 TEST 보통(400점 ~ 600점 미만),27288,한국사능력검정시험 2급,12
10307,자동차차체수리기능사,29593,건설기계조종사면허증(3톤이상지게차),12
17269,미용사(피부),30842,MOS Word 2010 Expert,12
10872,국제무역사 1급,11052,컴퓨터활용능력(CAA)2급,12
10492,컬러리스트산업기사,24459,MOS Master 2007,12
14548,요양보호사,17150,태권도 4단,12
10134,컴퓨터활용능력3급,21638,레크레이션 지도자1급,12
11133,FRM(재무위험관리사),27217,펀드투자상담사,12
11235,공인중개사,17145,국외여행인솔자,12
18184,보육교사2급,35595,국가기술자격증 미용사(피부),12
10571,사무자동화산업기사,11258,도로교통 안전관리자,12
26715,e-Test Professionals 엑셀,33723,사회복지사2급,12
10645,일반기계기사,10655,자동차정비기사,12
10206,기계제도기능사,10483,산업안전산업기사,12
21625,정보기술자격(ITQ)인터넷 A등급,35437,병원코디네이터1급,12
10009,동력수상레저기구조종면허,10133,컴퓨터활용능력2급,12
17269,미용사(피부),18463,바리스타,12
10071,웹디자인기능사,21846,컴퓨터패션디자인운용마스터,12
11034,전산회계2급 (국가공인),27027,펜글씨 2급,12
10391,항공기관정비기능사,9955,워드프로세서3급,12
17069,사회복지사2급,25991,레크레이션지도사 2급,12
10211,농기계운전기능사,39437,건설기계정비기능사,12
10616,식품기사,26985,MOS Master 2003,12
17519,설비보전기사,18697,인정검사대상기기조종자,12
17167,승강기안전관리자,23106,에너지관리산업기사,12
25465,은행자산관리사(은행FP),35054,데이터분석준전문가(ADsP),12
10538,기계설계산업기사,10949,네트워크관리사2급,12
10682,정보처리기사,21203,CSTS,12
32988,ISO9001국제심사원보,35054,데이터분석준전문가(ADsP),12
23248,바리스타3급,30725,바리스타1급,12
10330,정보처리기능사,30532,보험심사분석사 2급,12
24465,DIAT 프리젠테이션(고급),35223,정보기술자격(ITQ) MS워드 A등급,12
14037,MOS Master,26959,MOS Excel 2002 Expert,12
10278,양식조리기능사,26523,와인소믈리에,12
18556,ITQ 마스터,27500,ERP 인사 정보관리사 3급,12
10206,기계제도기능사,10330,정보처리기능사,12
10207,기계조립기능사,14037,MOS Master,12
23346,정보기술자격(ITQ)한글파워포인트 B등급,9926,물류관리사,12
39752,심리상담사,39759,미술심리상담사,12
14567,리눅스마스터2급,40798,정보보호관리사,12
23441,GTQ포토샵2급,24901,쇼핑몰플래너 3급,12
11027,전산세무1급 (국가공인),17220,정보기술자격(ITQ) 아래한글,12
27050,피부미용사,36068,SMAT(서비스경영자격),12
24837,정보통신기술자경력수첩(특급),30651,소방안전관리자1급,12
24017,정보기술자격(ITQ)한글엑셀 B등급,30652,소방안전관리자1급,12
10692,조경산업기사,27287,한국사능력검정시험 1급,12
21080,정보기술자격(ITQ)OA마스터,9934,보세사,12
29193,산학연협력 코디네이터,9953,워드프로세서1급,12
10194,광고도장기능사,10322,전자출판기능사,12
17070,6시그마 GB,23403,공학인증,12
25804,정보기술자격(ITQ)한글엑셀 A등급,26085,MOS Outlook 2007,12
10492,컬러리스트산업기사,10683,정보처리산업기사,12
17244,보험심사평가사1급,25805,정보기술자격(ITQ)한글파워포인트 A등급,12
10593,소방설비기사(기계분야),23927,위험물안전관리수첩,12
10659,전기공사기사,18459,일반시설안전관리자,12
34366,기계가공조립기능사,41473,가스텅스텐아크용접기능사,12
10746,항공산업기사,39386,B737-800 RATING,12
10285,열처리기능사,10288,온수온돌기능사,12
10245,비계기능사,25014,굴착기운전기능사,12
10571,사무자동화산업기사,17191,CS강사1급,12
22011,CS Leaders(관리사),28682,스피치지도자1급,12
10597,소방설비산업기사(전기분야),17253,정보기술자격(ITQ) 한글파워포인트,12
21078,요양보호사1급,39793,반려동물관리사 1급,12
17069,사회복지사2급,39763,청소년심리상담사,12
27287,한국사능력검정시험 1급,36063,Microsoft Office Excel 2007,12
10330,정보처리기능사,11415,한자급수자격검정4급,12
10482,사회조사분석사2급,17092,2급 정사서,12
10579,산업안전기사,32500,정수시설운영관리사 3급,12
23545,웃음치료사 1급,24346,레크레이션지도사,12
17284,케어복지사2급,21078,요양보호사1급,12
34429,업스타일 3급,39786,퍼스널컬러컨설턴트 1급,12
18676,청소년지도사2급,30850,MOS Master 2010,12
27289,한국사능력검정시험 3급,31893,HRM전문가,12
10957,문서실무사4급,30846,MOS PowerPoint 2010,12
23368,BLS PROVIDER,30134,BLS Instructor,12
21625,정보기술자격(ITQ)인터넷 A등급,25283,화물운송종사,12
10535,금속재료산업기사,10738,표면처리산업기사,12
10329,정보기기운용기능사,10391,항공기관정비기능사,12
18174,병원서비스매니저,9953,워드프로세서1급,12
17069,사회복지사2급,36362,펀드투자권유대행인,12
17228,바리스타2급,27765,新HSK 5급,12
24798,한국실용글쓰기 3급,26813,정보기술자격(ITQ) 아래한글 B등급,12
23440,GTQ포토샵1급,27500,ERP 인사 정보관리사 3급,12
10653,자동차검사산업기사,25014,굴착기운전기능사,12
17269,미용사(피부),18603,트리콜로지스트,12
10015,무역영어2급,18607,상공회의소 한자 중급3급,12
11034,전산회계2급 (국가공인),24271,레크리에이션 1급,12
10320,전자기기기능사,17222,CNC선반기능사,12
10538,기계설계산업기사,21565,로더운전기능사,12
17266,유통관리사2급,17550,중등학교2급정교사(상업),12
23768,태권도 1품증,26812,정보기술자격(ITQ) 아래한글 A등급,12
10178,건축도장기능사,10426,천장크레인운전기능사,12
10509,건축설비기사,23106,에너지관리산업기사,12
17566,의료정보관리사2급,25805,정보기술자격(ITQ)한글파워포인트 A등급,12
10490,컨벤션기획사2급,17528,호텔서비스사,12
10329,정보기기운용기능사,26902,일본어능력시험(JLPT) N3,12
17228,바리스타2급,41104,커피바리스타 3급,12
11052,컴퓨터활용능력(CAA)2급,11235,공인중개사,12
27288,한국사능력검정시험 2급,39877,병원원무행정사1급,12
11398,치과위생사,32882,그래픽기술자격(GTQ) 2급,12
10349,지게차운전기능사,17528,호텔서비스사,12
10134,컴퓨터활용능력3급,17243,유비쿼터스 전문가2급,12
10133,컴퓨터활용능력2급,39369,심리분석사 1급,12
10617,식품산업기사,9908,간호조무사,12
10488,직업상담사2급,27107,매경 TEST 우수(600점 ~ 800점 미만),12
17170,손해보험설계사,17253,정보기술자격(ITQ) 한글파워포인트,12
11033,전산회계1급 (국가공인),14544,세무실무사1급,12
10330,정보처리기능사,10670,전자계산기조직응용기사,12
17559,수상인명구조원,26156,수영심판3급,12
10333,제과기능사,31908,버스운전자격,12
10071,웹디자인기능사,17696,공인행정관리사3급,12
11350,인적자원관리사,9953,워드프로세서1급,12
17269,미용사(피부),35483,방과후 미용교육강사,12
10304,자기비파괴검사기능사,27288,한국사능력검정시험 2급,12
10954,문서실무사1급,40907,병원코디네이터 1급,12
10302,일식조리기능사,10316,전산응용기계제도기능사,12
21238,전기기능사,26785,6시그마(GB),12
39877,병원원무행정사1급,40885,CS강사 1급,12
10132,컴퓨터활용능력1급,30952,정보기술자격(ITQ)파워포인트 B등급,12
18736,(일반)경비원신임교육이수증,33810,합기도 1단,12
10266,승강기기능사,23827,동력수상레저기구조종면허2급,12
10548,대기환경산업기사,23655,위생사면허증,12
40908,부동산자산관리전문가 1급,41090,빅데이터전문가 1급,12
10570,보일러산업기사,41556,기계설비유지관리자 특급,12
17538,메이크업아티스트3급,23347,두피관리사,12
17070,6시그마 GB,23038,정보기술자격(ITQ)파워포인트 A등급,12
10597,소방설비산업기사(전기분야),41553,기계설비유지관리자 초급,12
11034,전산회계2급 (국가공인),17168,방화관리자2급,12
17112,BLS Healthcare Provider,17757,미국간호사,12
25805,정보기술자격(ITQ)한글파워포인트 A등급,41602,ERP회계정보관리사1급,12
17711,CSWA(Certified SolidWorks Administrator),34366,기계가공조립기능사,12
10320,전자기기기능사,33238,세무정보처리(TAT)2급 (국가공인),12
10191,공유압기능사,10288,온수온돌기능사,12
10508,건축산업기사,31901,워드프로세서 단일등급,12
10619,실내건축기사,23584,건설기술자(중급),12
10266,승강기기능사,22011,CS Leaders(관리사),12
10683,정보처리산업기사,33805,증권투자상담사,12
17070,6시그마 GB,17674,CATIA V5 Part Design Specialist,12
10318,전산응용토목제도기능사,10357,철근기능사,12
10330,정보처리기능사,21989,정보통신초급기술자,12
27089,정보기술자격(ITQ)한글엑셀 C등급,27155,정보기술자격(ITQ)인터넷 C등급,12
23243,생활체육지도자2급[보디빌딩],35564,카셉(kacep),12
10335,제빵기능사,25390,아동요리지도사 2급,12
10662,전기기사,35491,특급소방안전관리자,12
10683,정보처리산업기사,10927,PC Master,12
10349,지게차운전기능사,28220,실기교사(체육)교원자격증,12
11033,전산회계1급 (국가공인),24360,전문보험심사청구사,12
14557,회계실무사2급,31901,워드프로세서 단일등급,12
14567,리눅스마스터2급,36578,OCP 12c,12
10370,컴퓨터그래픽스운용기능사,25337,디지털영상편집2급,12
10662,전기기사,21625,정보기술자격(ITQ)인터넷 A등급,12
10192,공조냉동기계기능사,28968,불도저운전기능사,12
10217,도배기능사,11028,전산세무2급 (국가공인),12
10399,환경기능사,10407,생산자동화기능사,12
10492,컬러리스트산업기사,31381,미술심리상담사 2급,12
17244,보험심사평가사1급,33723,사회복지사2급,12
17106,항공무선통신사,9954,워드프로세서2급,12
26985,MOS Master 2003,27217,펀드투자상담사,12
10030,산림기사,11028,전산세무2급 (국가공인),12
23041,정보기술자격(ITQ)엑셀A등급,29593,건설기계조종사면허증(3톤이상지게차),12
10370,컴퓨터그래픽스운용기능사,25611,애견미용사 2급,12
10349,지게차운전기능사,40778,반려동물관리사,12
10524,공조냉동기계기사,21210,전기기사 1급,12
10088,인간공학기사,10683,정보처리산업기사,12
33093,홈카페마스터,9953,워드프로세서1급,12
21210,전기기사 1급,26139,전기감리원수첩(고급),12
10368,침투비파괴검사기능사,10594,소방설비기사(전기분야),12
21256,소방안전관리자2급,31844,ISO 9001 내부심사원,12
10079,위험물산업기사,10449,용접기능장,12
11398,치과위생사,33241,회계정보처리(FAT)1급 (국가공인),12
10348,중식조리기능사,10682,정보처리기사,12
10273,실내건축기능사,21605,어도비 포토샵(Adobe Photoshop),12
10017,물리치료사,21155,카이로프락틱사,12
14037,MOS Master,23476,Adobe Illustrator,12
23368,BLS PROVIDER,24212,의료서비스코디네이터,12
10955,문서실무사2급,14557,회계실무사2급,12
17149,태권도 3단,32882,그래픽기술자격(GTQ) 2급,12
10178,건축도장기능사,10407,생산자동화기능사,12
10949,네트워크관리사2급,17074,DASP,12
10349,지게차운전기능사,26160,건축도장기능사2급,12
10508,건축산업기사,9992,건축사(예비),12
10134,컴퓨터활용능력3급,28969,기중기운전기능사,12
10370,컴퓨터그래픽스운용기능사,21574,일본어능력시험(JLPT)2급,12
10133,컴퓨터활용능력2급,26208,국내재무위험관리사,12
10376,통신선로기능사,17117,육상무선통신사,12
26133,항공CRS예약발권,30844,MOS Excel 2010 Expert,12
11028,전산세무2급 (국가공인),17279,중등교원자격,12
17275,부기2급,32510,병원코디네이터 1급,12
21759,컴퓨터응용밀링기능사,35367,PowerMILL3축실무능력 2급,12
10597,소방설비산업기사(전기분야),9972,주택관리사(보),12
25804,정보기술자격(ITQ)한글엑셀 A등급,29777,Oracle Certified Java Programmer(OCJP),12
32578,반려동물관리사,9953,워드프로세서1급,12
22011,CS Leaders(관리사),25145,커피바리스타,12
10349,지게차운전기능사,17265,유통관리사1급,12
10986,스포츠마사지1급,25283,화물운송종사,12
10571,사무자동화산업기사,35886,창업지도사 2급,12
10617,식품산업기사,22011,CS Leaders(관리사),12
10133,컴퓨터활용능력2급,21594,TIQ인터넷정보기사,12
11497,MCP (Microsoft Certified Professional),23137,VCP (VMware Certified Professional),12
23423,치과코디네이터,27707,ITQ Master (엑셀),12
24045,다도사범 3급,26812,정보기술자격(ITQ) 아래한글 A등급,12
10335,제빵기능사,41070,GCS브루잉 LV1,12
25876,MOS Access 2003 Core,9955,워드프로세서3급,12
17275,부기2급,25202,건설기계조종사면허증(3톤미만지게차),12
18184,보육교사2급,41183,병원코디네이터 1급,12
10483,산업안전산업기사,27705,ITQ Master (한글),12
25805,정보기술자격(ITQ)한글파워포인트 A등급,33405,항공 체크인카운터 DCS 자격증,12
10335,제빵기능사,21566,병원서비스코디네이터,12
10660,전기공사산업기사,26136,전기공사기술자경력수첩(중급),12
17070,6시그마 GB,17150,태권도 4단,12
10164,화훼장식기능사,22011,CS Leaders(관리사),12
17776,가공배전전공,30651,소방안전관리자1급,12
21130,윈드서핑3급지도자,26812,정보기술자격(ITQ) 아래한글 A등급,12
27695,특수렉커면허,31908,버스운전자격,12
11033,전산회계1급 (국가공인),31258,상공회의소 IT Plus Level 5,12
10278,양식조리기능사,14574,MOS Word Expert,12
10315,전산응용건축제도기능사,24414,가스안전관리자,12
10683,정보처리산업기사,33683,CISSP(국제공인정보시스템보안전문가),12
10683,정보처리산업기사,18175,유치원정교사2급,12
24466,DIAT 스프레드시트(고급),33723,사회복지사2급,12
10492,컬러리스트산업기사,33339,미술심리상담사 1급,12
23106,에너지관리산업기사,31014,보일러기능사,12
11235,공인중개사,17583,한자능력검정3급,12
10163,화학분석기사,23655,위생사면허증,12
11052,컴퓨터활용능력(CAA)2급,9949,영양사,12
10488,직업상담사2급,25513,MOS Excel 2003 Expert,12
10682,정보처리기사,29053,Object Compliant Junior Programmer(OCJP),12
33754,바리스타2급,35437,병원코디네이터1급,12
17475,소방기술인정자격수첩,35650,소방기술자경력수첩 고급,12
23090,ATC1급,30651,소방안전관리자1급,12
24969,MOS master version 2002,26959,MOS Excel 2002 Expert,12
26538,파생상품투자상담사,26985,MOS Master 2003,12
17228,바리스타2급,27107,매경 TEST 우수(600점 ~ 800점 미만),12
10366,측량기능사1급,10503,건설안전산업기사,12
21728,ATC2급,32473,Inventor 기술자격 1급,12
10330,정보처리기능사,24665,심리상담사1급,12
17244,보험심사평가사1급,9953,워드프로세서1급,12
18301,MBTI 강사,30266,2급 전문상담사,12
10171,가스기능사,18486,자동차정비기능사2급,12
10987,스포츠마사지2급,17069,사회복지사2급,12
21119,원가분석사,27287,한국사능력검정시험 1급,12
25576,정보기술자격(ITQ)엑셀B등급,36016,건강보험사,12
27287,한국사능력검정시험 1급,29209,Microsoft Office Master,12
21256,소방안전관리자2급,32556,국가공인한자 3급,12
10616,식품기사,17071,6시그마 BB,12
14039,ERP 정보관리사 회계2급,21728,ATC2급,12
17287,아바쿠스(ABACUS) - 항공권예약,24067,오퍼레이터실무자격증,12
17721,일반경비원,23001,특수경비원,12
17663,아바쿠스(ABACUS) - 항공권발권,35197,토파스(TOPAS) 기초발권,12
32802,ACA Photoshop CS6,32882,그래픽기술자격(GTQ) 2급,12
23763,운동처방사1급,24900,유아체육지도자 1급,12
28380,ERP 물류정보관리사 2급,9949,영양사,12
11235,공인중개사,24413,산업안전기사1급,12
10957,문서실무사4급,23637,위험물안전관리자,12
17266,유통관리사2급,31909,버스운전자격,12
18491,레크레이션 지도자2급,21078,요양보호사1급,12
10606,수질환경기사,36405,신재생에너지발전설비기사(태양광),12
23841,AutoCAD Certified User,26812,정보기술자격(ITQ) 아래한글 A등급,12
32623,KKF 핸들러 3급,40902,반려동물장례지도사 1급,12
39828,코딩지도사1급,39861,소프트웨어교육지도사 1급,12
21601,요양보호사2급,36883,노인심리상담사1급,12
21223,특공무술1단,39720,초경량비행장치 조종자,12
10535,금속재료산업기사,23234,에너지관리기사,12
10390,한식조리기능사,10525,공조냉동기계산업기사,12
10329,정보기기운용기능사,10596,소방설비산업기사(기계분야),12
24725,정보통신기술자경력수첩(초급),31908,버스운전자격,12
10585,생산자동화산업기사,21118,위험물기능사,12
10262,수치제어밀링기능사,10467,가스사용시설안전관리자,12
10218,도자기공예기능사,9908,간호조무사,12
10340,조주기능사,32435,푸드코디네이트 1급,12
10482,사회조사분석사2급,17074,DASP,12
10102,전산회계운용사1급,27498,ERP 인사 정보관리사 1급(국가공인),12
10594,소방설비기사(전기분야),21995,고급감리원,12
24459,MOS Master 2007,27107,매경 TEST 우수(600점 ~ 800점 미만),12
18556,ITQ 마스터,23655,위생사면허증,12
29815,전산회계관리사 1급,33241,회계정보처리(FAT)1급 (국가공인),12
21625,정보기술자격(ITQ)인터넷 A등급,29031,MOS Excel 2007 Expert,12
10571,사무자동화산업기사,32802,ACA Photoshop CS6,12
10330,정보처리기능사,35569,에너지관리기능장,12
11028,전산세무2급 (국가공인),17346,유도2단,12
39439,식품법무실무능력,9958,위생사,12
33807,ICDL Module 5,33809,ICDL Module 1,12
11033,전산회계1급 (국가공인),35979,인적자원개발관리사,12
30842,MOS Word 2010 Expert,36664,MOS Excel 2013 Expert,12
18522,국제표준 컴퓨터활용능력 ICDL,26722,병원코디네이터,12
10130,컬러리스트기사,36175,미용사(네일),12
11115,CCNP (Cisco Certification Network Professional),11444,CISSP,12
33754,바리스타2급,41329,라떼아트전문가,12
10320,전자기기기능사,11094,PC정비사1급,12
10103,전산회계운용사2급,29031,MOS Excel 2007 Expert,12
35437,병원코디네이터1급,39879,보험심사평가사 2급,12
10329,정보기기운용기능사,33722,정보기술자격 (ITQ)인터넷,12
11413,피부관리사,35861,간호사,12
10547,대기환경기사,23346,정보기술자격(ITQ)한글파워포인트 B등급,12
10426,천장크레인운전기능사,9976,택시운전자격,12
10329,정보기기운용기능사,18491,레크레이션 지도자2급,12
17776,가공배전전공,23637,위험물안전관리자,12
10726,토목기사,17266,유통관리사2급,12
26812,정보기술자격(ITQ) 아래한글 A등급,30205,측정불확도 추정과정,12
18607,상공회의소 한자 중급3급,21238,전기기능사,12
10699,주조산업기사,27177,압연기능사,12
10976,샵마스터3급,11028,전산세무2급 (국가공인),12
23291,한식조리산업기사,23655,위생사면허증,12
31381,미술심리상담사 2급,36889,방과후지도사2급,12
17590,한자자격검정2급,9915,공인노무사,12
27289,한국사능력검정시험 3급,27719,중등학교2급정교사(교육학),12
25629,투자자산운용사,30842,MOS Word 2010 Expert,12
10131,컴퓨터응용가공산업기사,10285,열처리기능사,12
10319,전자계산기기능사,17150,태권도 4단,12
14567,리눅스마스터2급,17116,ESDP(임베디드 S/W 개발전문가),12
10288,온수온돌기능사,21982,공조냉동기능사,12
17228,바리스타2급,25138,국제바텐더,12
36193,객실서비스기능자격증,36194,외식식음서비스기능자격증,12
17721,일반경비원,29593,건설기계조종사면허증(3톤이상지게차),12
10319,전자계산기기능사,23106,에너지관리산업기사,12
10329,정보기기운용기능사,41103,커피바리스타 2급,12
10027,사회복지사1급,23041,정보기술자격(ITQ)엑셀A등급,12
21080,정보기술자격(ITQ)OA마스터,32802,ACA Photoshop CS6,12
27289,한국사능력검정시험 3급,27498,ERP 인사 정보관리사 1급(국가공인),12
18588,생명보험대리점자격증,35054,데이터분석준전문가(ADsP),12
14037,MOS Master,32988,ISO9001국제심사원보,12
17253,정보기술자격(ITQ) 한글파워포인트,21280,상공회의소 한자 중급4급,12
23403,공학인증,9954,워드프로세서2급,12
26813,정보기술자격(ITQ) 아래한글 B등급,30651,소방안전관리자1급,12
10320,전자기기기능사,17170,손해보험설계사,12
10316,전산응용기계제도기능사,32689,회계정보처리(FAT) 1급,12
11055,평생교육사2급,27097,ERP생산정보관리사 2급,12
23637,위험물안전관리자,36403,신재생에너지발전설비기능사(태양광),12
10487,직업상담사1급,33723,사회복지사2급,12
10319,전자계산기기능사,23395,전자계산기제어산업기사,12
23440,GTQ포토샵1급,29593,건설기계조종사면허증(3톤이상지게차),12
14047,기업회계3급,25629,투자자산운용사,12
10407,생산자동화기능사,39874,CAD실무능력평가2급,12
21684,건설기술자(초급),23440,GTQ포토샵1급,12
17538,메이크업아티스트3급,25804,정보기술자격(ITQ)한글엑셀 A등급,12
27287,한국사능력검정시험 1급,33950,기술사업화 전문코디네이터,12
10134,컴퓨터활용능력3급,39483,소방안전관리자3급,12
26715,e-Test Professionals 엑셀,32688,회계정보처리(FAT) 2급,12
10390,한식조리기능사,14574,MOS Word Expert,12
17229,OA마스터,9958,위생사,12
27033,ISO 9001 선임심사원,41101,ISO 45001 (국제 심사원),12
10390,한식조리기능사,11243,국내여행안내원,12
17145,국외여행인솔자,33405,항공 체크인카운터 DCS 자격증,12
17549,고압가스양성교육이수증,23637,위험물안전관리자,12
30651,소방안전관리자1급,31909,버스운전자격,12
10662,전기기사,11014,인터넷정보관리사2급,12
10392,항공기체정비기능사,21565,로더운전기능사,12
18409,여행사operator실무능력,18650,월드스팬 예약발권,12
10262,수치제어밀링기능사,26957,범용선반기능사,12
17117,육상무선통신사,25805,정보기술자격(ITQ)한글파워포인트 A등급,12
10662,전기기사,41555,기계설비유지관리자 고급,12
18376,CS강사2급,23545,웃음치료사 1급,12
30844,MOS Excel 2010 Expert,9907,간호사,12
10682,정보처리기사,14043,ERP 정보관리사 생산1급,12
35787,SCAE BARISTA PROFESSIONAL,35977,SCAE Roasting Level3,12
17245,보험심사평가사2급,29031,MOS Excel 2007 Expert,12
10134,컴퓨터활용능력3급,27046,건설기계조종사면허증(3톤미만굴착기),12
10626,에너지관리기능사,26813,정보기술자격(ITQ) 아래한글 B등급,12
26085,MOS Outlook 2007,27287,한국사능력검정시험 1급,12
27706,ITQ Master (파워포인트),36898,심리상담사2급,12
17641,성폭력상담원,21078,요양보호사1급,12
18676,청소년지도사2급,36068,SMAT(서비스경영자격),12
10397,화학분석기능사,28380,ERP 물류정보관리사 2급,12
27241,토목측량기능사,9955,워드프로세서3급,12
10263,수치제어선반기능사,10390,한식조리기능사,12
23419,TIQ 인터넷정보검색사,9953,워드프로세서1급,12
24417,애견미용사 3급,34932,반려동물장례지도사,12
10161,화물운송종사자,17148,태권도 1단,12
27288,한국사능력검정시험 2급,34301,Adobe Premiere Pro CS6,12
10390,한식조리기능사,18081,생명보험설계사,12
24017,정보기술자격(ITQ)한글엑셀 B등급,32802,ACA Photoshop CS6,12
14366,MOS Excel Expert,35376,Mos Powerpoint 2010 Expert,12
10071,웹디자인기능사,18363,중등학교2급정교사(미술),12
21118,위험물기능사,39874,CAD실무능력평가2급,12
31893,HRM전문가,35979,인적자원개발관리사,12
27288,한국사능력검정시험 2급,33811,합기도 2단,12
10133,컴퓨터활용능력2급,18712,요가지도자3급,12
24122,CS Leaders(관리사) 2급,27287,한국사능력검정시험 1급,12
23234,에너지관리기사,9954,워드프로세서2급,12
10330,정보처리기능사,10385,프레스금형기능사,12
10134,컴퓨터활용능력3급,25514,MOS Word 2003 Expert,12
24798,한국실용글쓰기 3급,28267,SQL개발자(SQLD자격),12
10370,컴퓨터그래픽스운용기능사,17342,한자능력검정2급,12
31007,SAS Base Programming for SAS 9,35054,데이터분석준전문가(ADsP),12
18516,이미지컨설턴트,9953,워드프로세서1급,12
23295,DIAT 워드프로세서(한글),33241,회계정보처리(FAT)1급 (국가공인),12
11356,일반경비지도사,25283,화물운송종사,12
21078,요양보호사1급,23135,보건교사2급,12
10147,품질경영기사,9955,워드프로세서3급,12
21601,요양보호사2급,32510,병원코디네이터 1급,12
17220,정보기술자격(ITQ) 아래한글,23296,DIAT 프리젠테이션,12
10538,기계설계산업기사,26813,정보기술자격(ITQ) 아래한글 B등급,12
10881,병원행정사,18556,ITQ 마스터,12
10349,지게차운전기능사,24661,건축배관기능사2급,12
10323,전자캐드기능사,24233,용접기능사,12
10438,금속재료기능장,10460,주조기능장,12
17711,CSWA(Certified SolidWorks Administrator),30850,MOS Master 2010,12
10951,디지털정보활용능력(DIAT),30846,MOS PowerPoint 2010,12
18184,보육교사2급,18556,ITQ 마스터,12
18522,국제표준 컴퓨터활용능력 ICDL,23671,ITQ 한글액세스 A등급,12
23191,공공기관방화관리자,23637,위험물안전관리자,12
17299,정보기술자격(ITQ) 한글엑셀,35595,국가기술자격증 미용사(피부),12
10634,용접산업기사,41553,기계설비유지관리자 초급,12
25605,MOS Excel 2007,9949,영양사,12
11034,전산회계2급 (국가공인),30603,비즈니스 엑셀 실무 2급,12
17168,방화관리자2급,31095,품질관리담당자(제품),12
11114,CCNA (Cisco Certification Network Associate),17069,사회복지사2급,12
10329,정보기기운용기능사,17627,장례지도사,12
10104,전산회계운용사3급,11088,E-TEST Professionals,12
33904,병원상담실장,9953,워드프로세서1급,12
11187,CPIM(생산재고관리사),26220,원산지관리사,12
11052,컴퓨터활용능력(CAA)2급,9962,임상병리사,12
17228,바리스타2급,36903,아동요리지도사2급,12
10035,생물분류기사(동물),10752,해양환경기사,12
10194,광고도장기능사,9954,워드프로세서2급,12
10467,가스사용시설안전관리자,31909,버스운전자격,11
24146,ACLS provider,35428,수상인명구조원,11
10951,디지털정보활용능력(DIAT),26715,e-Test Professionals 엑셀,11
23615,항공 체크인카운터 DCS실무 자격증,35200,토파스(TOPAS) 항공권발권사무원 2급,11
17228,바리스타2급,33129,주니어소믈리에,11
25213,심폐소생술,33723,사회복지사2급,11
10943,국내여행안내사,21256,소방안전관리자2급,11
10502,건설안전기사,17148,태권도 1단,11
30651,소방안전관리자1급,33725,화재감식평가기사,11
10682,정보처리기사,25465,은행자산관리사(은행FP),11
28268,한국실용글쓰기 준3급,35054,데이터분석준전문가(ADsP),11
10579,산업안전기사,10942,구매자재관리사(KPM),11
17628,건축초급기술자,33723,사회복지사2급,11
23916,DIAT 워드프로세서(고급),27097,ERP생산정보관리사 2급,11
27499,ERP 인사 정보관리사 2급(국가공인),27538,정보기술자격(ITQ)한글파워포인트 C등급,11
10079,위험물산업기사,33323,방사성동위원소취급자일반면허,11
10987,스포츠마사지2급,17151,태권도 5단,11
23028,PADI 오픈워터 다이버,23029,어드벤스 오픈워터 다이버,11
11055,평생교육사2급,25366,고객관리지도사 1급,11
26042,리더십지도자1급,28682,스피치지도자1급,11
10171,가스기능사,23184,건축기사,11
10133,컴퓨터활용능력2급,24480,소프트웨어자산관리사 2급,11
10263,수치제어선반기능사,11033,전산회계1급 (국가공인),11
39756,인지행동심리상담사,9953,워드프로세서1급,11
10333,제과기능사,17147,태권도 2단,11
14037,MOS Master,25464,은행자산관리사(은행FP),11
10015,무역영어2급,33805,증권투자상담사,11
25078,메이크업 2급,27050,피부미용사,11
25328,CS컨설턴트,35468,스피치지도사 1급,11
10288,온수온돌기능사,9943,소형선박조종사,11
23346,정보기술자격(ITQ)한글파워포인트 B등급,34230,KALS-Provider,11
10130,컬러리스트기사,10279,양장기능사,11
10375,통신기기기능사,10557,무선설비산업기사,11
10103,전산회계운용사2급,11376,전산세무회계1급 (국가공인),11
30370,GTQ일러스트 1급,33240,회계정보처리(FAT)2급 (국가공인),11
10488,직업상담사2급,41178,심리상담사 1급,11
17784,수상스키지도자3급,21130,윈드서핑3급지도자,11
18184,보육교사2급,18412,필라테스지도자,11
10320,전자기기기능사,10322,전자출판기능사,11
18516,이미지컨설턴트,23823,서비스리더,11
10157,일반행정사,23184,건축기사,11
10476,텔레마케팅관리사,23038,정보기술자격(ITQ)파워포인트 A등급,11
10179,건축목공기능사,10370,컴퓨터그래픽스운용기능사,11
14037,MOS Master,31628,TESOL,11
32988,ISO9001국제심사원보,39874,CAD실무능력평가2급,11
17228,바리스타2급,39468,회계관리1급(국가공인),11
11033,전산회계1급 (국가공인),41232,부동산권리분석사 1급,11
10132,컴퓨터활용능력1급,21159,LPIC level 1,11
