lic_cd,lic_nm,co_lic_cd,co_lic_nm,co_cnt
10307,자동차차체수리기능사,35578,1종 대형 특수트레일러,17
10594,소방설비기사(전기분야),18459,일반시설안전관리자,17
10318,전산응용토목제도기능사,23441,GTQ포토샵2급,17
23440,GTQ포토샵1급,30608,ICDL Presentation,17
17228,바리스타2급,17245,보험심사평가사2급,17
10349,지게차운전기능사,24665,심리상담사1급,17
10178,건축도장기능사,18736,(일반)경비원신임교육이수증,17
17299,정보기술자격(ITQ) 한글엑셀,35469,그래픽기술자격 일러스트(GTQi),17
10104,전산회계운용사3급,18588,생명보험대리점자격증,17
17087,ITIL foundation,28267,SQL개발자(SQLD자격),17
10496,가스산업기사,17167,승강기안전관리자,17
18475,보육교사1급,27372,동화구연지도사 3급,17
10683,정보처리산업기사,10746,항공산업기사,17
17069,사회복지사2급,39702,장애인재활상담사(1급),17
10443,배관기능장,10496,가스산업기사,17
10132,컴퓨터활용능력1급,36509,IoT(사물인터넷) 지식능력검정,17
21256,소방안전관리자2급,32272,금형기능사,17
10955,문서실무사2급,27287,한국사능력검정시험 1급,17
17519,설비보전기사,17698,중장비운전기능사(굴삭기),17
33584,1급 응급구조사,35861,간호사,17
10349,지게차운전기능사,39793,반려동물관리사 1급,17
10191,공유압기능사,17698,중장비운전기능사(굴삭기),17
25629,투자자산운용사,36068,SMAT(서비스경영자격),17
25145,커피바리스타,30388,커피바리스타 2급,17
11033,전산회계1급 (국가공인),17566,의료정보관리사2급,17
11095,PC정비사2급,23038,정보기술자격(ITQ)파워포인트 A등급,17
17069,사회복지사2급,39804,심리상담사 2급,17
10249,산림기능사,10626,에너지관리기능사,17
25314,보트조정면허 1급,9943,소형선박조종사,17
23184,건축기사,23858,LEED GA,17
24443,경락마사지2급,9908,간호조무사,17
10990,신용분석사,31464,여신심사분석사,17
33339,미술심리상담사 1급,36888,방과후지도사1급,17
18668,스킨스쿠버 오픈워터,25283,화물운송종사,17
32751,케이크디자이너,35786,SCAE BARISTA INTERMEDIATE,17
10397,화학분석기능사,10734,폐기물처리기사,17
10660,전기공사산업기사,27289,한국사능력검정시험 3급,17
11413,피부관리사,17538,메이크업아티스트3급,17
23615,항공 체크인카운터 DCS실무 자격증,24702,토파스(TOPAS) 항공예약 수료,17
27290,한국사능력검정시험 4급,27499,ERP 인사 정보관리사 2급(국가공인),17
30678,생활체육지도자2급[축구],36321,KFA 4급 지도자,17
10718,측량및지형공간정보기사,23184,건축기사,17
17279,중등교원자격,33723,사회복지사2급,17
10170,가구제작기능사,10273,실내건축기능사,17
10163,화학분석기사,10583,생물공학기사,17
25804,정보기술자격(ITQ)한글엑셀 A등급,40778,반려동물관리사,17
10132,컴퓨터활용능력1급,39610,노인스포츠지도사,17
10582,산업위생관리산업기사,10593,소방설비기사(기계분야),17
14037,MOS Master,24771,한자능력검정시험 2급,17
35578,1종 대형 특수트레일러,39437,건설기계정비기능사,17
23440,GTQ포토샵1급,28268,한국실용글쓰기 준3급,17
10683,정보처리산업기사,27705,ITQ Master (한글),17
10333,제과기능사,14039,ERP 정보관리사 회계2급,17
10943,국내여행안내사,17253,정보기술자격(ITQ) 한글파워포인트,17
10376,통신선로기능사,14037,MOS Master,17
14044,ERP 정보관리사 생산2급,27194,ERP 회계 정보관리사 2급 (국가공인),17
29031,MOS Excel 2007 Expert,35861,간호사,17
11095,PC정비사2급,11115,CCNP (Cisco Certification Network Professional),17
10331,정보통신운용기능사,17275,부기2급,17
25805,정보기술자격(ITQ)한글파워포인트 A등급,34178,병원사무관리사,17
23346,정보기술자격(ITQ)한글파워포인트 B등급,23671,ITQ 한글액세스 A등급,17
10378,특수용접기능사,27241,토목측량기능사,17
10724,침투비파괴검사산업기사,21238,전기기능사,17
11014,인터넷정보관리사2급,24468,DIAT 인터넷정보검색(고급),17
10133,컴퓨터활용능력2급,40903,반려동물행동교정사 1급,17
28267,SQL개발자(SQLD자격),34915,MOS Access 2010,17
30388,커피바리스타 2급,40724,떡제조기능사,17
10549,도시계획기사,9954,워드프로세서2급,17
27287,한국사능력검정시험 1급,41408,증권투자권유자문인력,17
10335,제빵기능사,10378,특수용접기능사,17
25012,IAA diploma(국제 광고인 자격증),32485,GAIQ(Google Analytics Individual Qualification),17
17573,주산2급,18184,보육교사2급,17
33584,1급 응급구조사,39408,병원코디네이터,17
10753,화공기사,26812,정보기술자격(ITQ) 아래한글 A등급,17
18475,보육교사1급,24900,유아체육지도자 1급,17
10019,배관기능사,10502,건설안전기사,17
24466,DIAT 스프레드시트(고급),28380,ERP 물류정보관리사 2급,17
18432,중등학교2급정교사(공통사회),27287,한국사능력검정시험 1급,17
10332,제강기능사,25805,정보기술자격(ITQ)한글파워포인트 A등급,17
10071,웹디자인기능사,23090,ATC1급,17
11052,컴퓨터활용능력(CAA)2급,9955,워드프로세서3급,17
10322,전자출판기능사,27288,한국사능력검정시험 2급,17
10304,자기비파괴검사기능사,23637,위험물안전관리자,17
17068,네일아티스트2급,17538,메이크업아티스트3급,17
10538,기계설계산업기사,10741,프레스금형산업기사,17
17069,사회복지사2급,39885,MOS Excel2016 Expert,17
11033,전산회계1급 (국가공인),30743,어린이집 원장,17
10133,컴퓨터활용능력2급,10237,버섯종균기능사,17
10607,수질환경산업기사,25202,건설기계조종사면허증(3톤미만지게차),17
18574,실기교사(디자인)교원자격증,9955,워드프로세서3급,17
10682,정보처리기사,14046,기업회계2급,17
10659,전기공사기사,11372,전기설계사,17
10101,전기기능장,21118,위험물기능사,17
11033,전산회계1급 (국가공인),41733,전자기능사,17
30651,소방안전관리자1급,33724,사회복지사1급,17
10390,한식조리기능사,36562,2급생활스포츠지도사[보디빌딩],17
24459,MOS Master 2007,30388,커피바리스타 2급,17
11429,회계정보처리사,9954,워드프로세서2급,17
10016,무역영어3급,9934,보세사,17
10371,콘크리트기능사,17756,3톤미만지게차,17
10079,위험물산업기사,30205,측정불확도 추정과정,17
11034,전산회계2급 (국가공인),21668,정보기술자격(ITQ) MS워드 C등급,17
11034,전산회계2급 (국가공인),35039,스마트앱마스터 2급,17
17225,부기3급,33241,회계정보처리(FAT)1급 (국가공인),17
17069,사회복지사2급,24346,레크레이션지도사,17
10081,유기농업기능사,10399,환경기능사,17
10104,전산회계운용사3급,29032,MOS Word 2007 Expert,17
10333,제과기능사,32793,직업능력개발훈련교사3급(조리),17
10986,스포츠마사지1급,24900,유아체육지도자 1급,17
10579,산업안전기사,10957,문서실무사4급,17
10525,공조냉동기계산업기사,25805,정보기술자격(ITQ)한글파워포인트 A등급,17
18653,라이프가드,18668,스킨스쿠버 오픈워터,17
17269,미용사(피부),41145,병원코디네이터,17
10872,국제무역사 1급,26984,MOS Master 2003,17
28326,PNF certification,9953,워드프로세서1급,17
10157,일반행정사,17342,한자능력검정2급,17
14567,리눅스마스터2급,18556,ITQ 마스터,17
10407,생산자동화기능사,10746,항공산업기사,17
10702,지적산업기사,21238,전기기능사,17
21249,TESOL Certificate,29524,TEE Certificate,17
10582,산업위생관리산업기사,25804,정보기술자격(ITQ)한글엑셀 A등급,17
10335,제빵기능사,24417,애견미용사 3급,17
11095,PC정비사2급,27288,한국사능력검정시험 2급,17
41328,커피바리스타전문가,9908,간호조무사,17
10616,식품기사,35785,SCAE BARISTA FOUNDATION,17
25804,정보기술자격(ITQ)한글엑셀 A등급,26894,PC Master(정비사),17
27680,한식조리사,29104,양식조리사,17
10133,컴퓨터활용능력2급,33304,피부미용사,17
10192,공조냉동기계기능사,10207,기계조립기능사,17
17299,정보기술자격(ITQ) 한글엑셀,40866,병원코디네이터1급,17
25804,정보기술자격(ITQ)한글엑셀 A등급,36883,노인심리상담사1급,17
23671,ITQ 한글액세스 A등급,26722,병원코디네이터,17
11427,회계관리1급(국가공인),25629,투자자산운용사,17
14366,MOS Excel Expert,36068,SMAT(서비스경영자격),17
14037,MOS Master,30849,MOS Outlook 2010 Core,17
17528,호텔서비스사,22011,CS Leaders(관리사),17
10663,전기산업기사,21565,로더운전기능사,17
23038,정보기술자격(ITQ)파워포인트 A등급,35198,토파스(TOPAS) 항공예약,17
10133,컴퓨터활용능력2급,41247,CS강사,17
10342,종자기능사,21238,전기기능사,17
18405,CSWP(Certified SolidWorks Professional),36454,CATIA V5 Associate - Part Design,17
10571,사무자동화산업기사,18668,스킨스쿠버 오픈워터,17
17267,유통관리사3급,33238,세무정보처리(TAT)2급 (국가공인),17
10368,침투비파괴검사기능사,27289,한국사능력검정시험 3급,17
10079,위험물산업기사,10756,화약류제조기사,17
10237,버섯종균기능사,10338,조경기능사,17
11034,전산회계2급 (국가공인),26698,CS Leaders 관리사,17
10147,품질경영기사,11083,AutoCAD1급 기술자격시험,17
14037,MOS Master,33851,수입관리사,17
10626,에너지관리기능사,10645,일반기계기사,17
10133,컴퓨터활용능력2급,17224,MOS Outlook Expert,17
17288,인터넷정보검색사2급,25329,정보처리기능사 2급,17
23440,GTQ포토샵1급,34429,업스타일 3급,17
10192,공조냉동기계기능사,10310,전기공사기능사,17
10330,정보처리기능사,10614,식물보호기사,17
27287,한국사능력검정시험 1급,33522,디지털정보활용능력(DIAT)고급,17
21280,상공회의소 한자 중급4급,27288,한국사능력검정시험 2급,17
10333,제과기능사,35437,병원코디네이터1급,17
26812,정보기술자격(ITQ) 아래한글 A등급,27046,건설기계조종사면허증(3톤미만굴착기),17
10192,공조냉동기계기능사,26274,공조냉동산업기사,17
21625,정보기술자격(ITQ)인터넷 A등급,41603,ERP회계정보관리사2급,17
10273,실내건축기능사,21219,컴퓨터응용선반기능사,17
11028,전산세무2급 (국가공인),30099,ICDL Spreadsheets,17
14037,MOS Master,32651,정보보안기사,17
24509,동화구연지도사 2급,9954,워드프로세서2급,17
10191,공유압기능사,10390,한식조리기능사,17
17762,트레일러면허,31908,버스운전자격,17
10133,컴퓨터활용능력2급,34122,KAC(Korea Associate Coach·한국코치협회 인증코치),17
10027,사회복지사1급,22011,CS Leaders(관리사),17
11239,교원자격증,27771,직업능력개발훈련교사3급,17
17147,태권도 2단,33754,바리스타2급,17
30651,소방안전관리자1급,41555,기계설비유지관리자 고급,17
10488,직업상담사2급,10581,산업위생관리기사,17
30948,상공회의소 IT Plus Level 2,31256,상공회의소 IT Plus Level 3,17
10626,에너지관리기능사,23775,무선설비기능사,17
21990,메이크업분장사2급,23512,업스타일2급,17
35595,국가기술자격증 미용사(피부),39408,병원코디네이터,17
10177,건설재료시험기능사,10626,에너지관리기능사,17
24469,정보처리운용기능사,9955,워드프로세서3급,17
10483,산업안전산업기사,27193,ERP 회계 정보관리사 2급 (국가공인),17
17253,정보기술자격(ITQ) 한글파워포인트,32670,문화예술교육사 2급,17
23277,상업부기3급,9954,워드프로세서2급,17
33409,그래픽기술자격(GTQ) 1급,33724,사회복지사1급,17
10030,산림기사,10682,정보처리기사,17
10263,수치제어선반기능사,17519,설비보전기사,17
10333,제과기능사,17148,태권도 1단,17
41073,GCS커피등급평가사 LV1,41074,GCS커피등급평가사 LV2,17
23243,생활체육지도자2급[보디빌딩],33468,스포츠영양코치,17
18491,레크레이션 지도자2급,9908,간호조무사,17
10104,전산회계운용사3급,33722,정보기술자격 (ITQ)인터넷,17
26788,6시그마(GB)인증,27287,한국사능력검정시험 1급,17
10597,소방설비산업기사(전기분야),21759,컴퓨터응용밀링기능사,17
14567,리눅스마스터2급,23441,GTQ포토샵2급,17
17147,태권도 2단,30652,소방안전관리자1급,17
10329,정보기기운용기능사,14574,MOS Word Expert,17
35785,SCAE BARISTA FOUNDATION,40724,떡제조기능사,17
10322,전자출판기능사,10333,제과기능사,17
10323,전자캐드기능사,11034,전산회계2급 (국가공인),17
10501,건설기계정비산업기사,24233,용접기능사,17
14567,리눅스마스터2급,30370,GTQ일러스트 1급,17
10370,컴퓨터그래픽스운용기능사,17225,부기3급,17
10349,지게차운전기능사,10880,변액보험판매관리사,17
10336,제선기능사,28022,금속재료기사,17
27654,관광통역안내사(중국어),27927,관광통역안내사(영어),17
10133,컴퓨터활용능력2급,17206,한글타자3급,17
10951,디지털정보활용능력(DIAT),18522,국제표준 컴퓨터활용능력 ICDL,17
17245,보험심사평가사2급,30134,BLS Instructor,17
10579,산업안전기사,27538,정보기술자격(ITQ)한글파워포인트 C등급,17
10378,특수용접기능사,10581,산업위생관리기사,17
10133,컴퓨터활용능력2급,27767,新HSK 6급,17
23705,전기용접기능사,35578,1종 대형 특수트레일러,17
23733,레크리에이션 지도자 1급,27287,한국사능력검정시험 1급,17
17299,정보기술자격(ITQ) 한글엑셀,30948,상공회의소 IT Plus Level 2,17
17289,신용관리사,27107,매경 TEST 우수(600점 ~ 800점 미만),17
10329,정보기기운용기능사,26538,파생상품투자상담사,17
25810,품질경영시스템(QMS) 인증심사원,28113,환경경영시스템(EMS) 인증심사원,17
